,title,url,experience,salary,location,skills,search_type
89,Network Engineer II,https://www.naukri.com/job-listings-network-engineer-ii-russell-investments-pvt-ltd-mumbai-0-to-3-years-220623500867,6-11 Yrs,Not disclosed,"['Goregaon', 'Mumbai (All Areas)']","['Wireless', 'Nexus', 'Infoblox', 'Networking', 'Network engineering', 'Aruba Wireless', 'Technical', 'Cisco']",Networking
90,Senior Network Security Engineer,https://www.naukri.com/job-listings-senior-network-security-engineer-secure-network-solutions-india-new-delhi-2-to-4-years-230623501703,4-7 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Ansible network', 'Python', 'EIGRP', 'Static', 'Routing', 'Networking', 'CCNA', 'Wireless']",Networking
91,Field Engineer || Hardware & Networking || Mumbai ( Sakinaka),https://www.naukri.com/job-listings-field-engineer-hardware-networking-mumbai-sakinaka-bar-code-india-mumbai-maharashtra-0-to-2-years-120623005441,4-8 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['Ansible network', 'Python', 'EIGRP', 'Static', 'Switching', 'Automation', 'Bgp', 'Static routing']",Networking
92,Senior Network Engineer,https://www.naukri.com/job-listings-senior-network-engineer-allegis-group-bangalore-bengaluru-7-to-10-years-110523003780,0-1 Yrs,Not disclosed,['Serbia'],"['Security', 'WAN', 'LAN', 'VPN', 'Network security', 'Network engineering', 'AWS', 'Switching']",Networking
93,Network Security Engineer,https://www.naukri.com/job-listings-network-security-engineer-raksha-technologies-private-limited-chennai-bangalore-bengaluru-0-to-2-years-210623003954,2-4 Yrs,Not disclosed,['Chennai'],"['Optimization', 'IP networking', 'Networking', 'PC hardware', 'VPN', 'WAN optimization', 'TCP', 'IP']",Networking
94,"Looking For Technical Lead Engineer with NTT Global Networks, Mumbai",https://www.naukri.com/job-listings-looking-for-technical-lead-engineer-with-ntt-global-networks-mumbai-ntt-global-networks-goregaon-mumbai-all-areas-6-to-11-years-130722009387,8-12 Yrs,Not disclosed,['Noida'],"['Ccie', 'Shell scripting', 'cisco', 'Python', 'OSPF', 'EIGRP', 'Asa', 'Network infrastructure']",Networking
95,Network and Security Engineer,https://www.naukri.com/job-listings-network-and-security-engineer-capgemini-technology-services-india-limited-bangalore-bengaluru-4-to-7-years-220623906863,5-10 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Network security', 'Troubleshooting', 'Change management', 'VPN', 'Application development', 'TCPDump', 'Networking', 'Change']",Networking
96,Network & Security Engineer,https://www.naukri.com/job-listings-network-security-engineer-capgemini-technology-services-india-limited-hyderabad-secunderabad-4-to-8-years-220623906860,5-10 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Openshift', 'firewalls', 'TCP/IP', 'Kubernetes', 'Monitoring', 'Netscaler', 'Network monitoring', 'ASR']",Networking
97,Junior Network Engineer,https://www.naukri.com/job-listings-junior-network-engineer-magna-automotive-india-pvt-ltd-serbia-0-to-1-years-190623003720,1-2 Yrs,Not disclosed,"['Mumbai', 'Maharashtra', 'Navi Mumbai', 'Maharashtra']","['Windows Installation', 'Server Management', 'Troubleshooting', 'NOC', 'Troubleshooting skills', 'Configuration management', 'Configuration', 'Hardware networking']",Networking
98,Network Support Engineer,https://www.naukri.com/job-listings-network-support-engineer-fatpipe-networks-ltd-chennai-2-to-4-years-220623500155,7-12 Yrs,2.25-3.5 Lacs PA,['Chennai'],"['it support', 'Troubleshooting', 'Configuring LAN', 'Network administration', 'Networking', 'Routing', 'Administration', 'Desktop support']",Networking
99,Oracle Pl/sql Developer - Ddl/dml,https://www.naukri.com/job-listings-oracle-pl-sql-developer-ddl-dml-career-infosystem-bangalore-bengaluru-5-to-8-years-230223909708,5-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['PL / SQL', 'DBMS', 'Oracle PL', 'Development', 'ETL', 'Modeling', 'Database design', 'Performance tuning']",DML
100,Salesforce Developer,https://www.naukri.com/job-listings-salesforce-developer-venpa-staffing-mumbai-all-areas-5-to-10-years-270423004083,5-10 Yrs,1-6 Lacs PA,['Remote'],"['Salesforce', 'Lwc', 'Development', 'SDLC', 'Aura', 'Dml', 'Triggers', 'Community Cloud']",DML
101,MS SQL Developer,https://www.naukri.com/job-listings-ms-sql-developer-craft-silicon-bangalore-bengaluru-2-to-5-years-230523009711,2-5 Yrs,3-7 Lacs PA,['Bangalore/Bengaluru'],"['T-SQL', 'SQL Queries', 'sql', 'MS SQL Server', 'SQL Developer', 'SSIS', 'SQL coding', 'DDL']",DML
102,Microsoft SQL Developer,,3-6 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['SSIS', 'Data warehousing', 'MDX', 'Serv', 'Programming', 'DDL', 'Data Visualization', 'SQL']",DML
103,Microsoft SQL Developer,,4-9 Yrs,Not disclosed,"['Hyderabad/Secunderabad', 'Chennai', 'Bangalore/Bengaluru']","['C#', 'Azure', 'SQL Server', 'DDL', 'SQL Azure', 'Web API', 'MVC', 'Dml']",DML
104,Microsoft SQL Developer,,5-10 Yrs,10-20 Lacs PA,"['Goregaon', 'Maharashtra', 'Mumbai (All Areas)']","['tsql', 'sql server', 'ssrs', 'Data Warehousing', 'ssis', 'Server', 'SR', 'GIT']",DML
105,SQL SSIS Developer,,1-5 Yrs,Not disclosed,"['Gurgaon/ Gurugram', 'Haryana(Cyber City)']","['sql', 'Query', 'DDL', 'Incident', 'Application', 'Dml', 'SQL queries', 'Communication skills']",DML
106,PLSQL Developer,,0-4 Yrs,Not disclosed,"['Hybrid - Pune', 'Maharashtra']","['dml', 'interpersonal skills', 'communication skills', 'sql', 'International BPO', 'Technical', 'Client', 'International']",DML
107,SQL/SSIS Consultant - ETL Processes,https://www.naukri.com/job-listings-sql-ssis-consultant-etl-processes-serving-skill-bangalore-bengaluru-3-to-6-years-220623906330,4-8 Yrs,Not disclosed,"['Mumbai', 'Pune', 'Bangalore/Bengaluru']","['SQL', 'Dml', 'Development', 'Db Migration', 'DDL', 'Troubleshooting', 'Migration', 'SQL development']",DML
108,.Net Developer - Azure/C#/SQL Server,https://www.naukri.com/job-listings-net-developer-azure-c-sql-server-career-infosystem-hyderabad-secunderabad-chennai-bangalore-bengaluru-4-to-9-years-230223910301,5-9 Yrs,5-15 Lacs PA,['Ahmedabad'],"['SQL', 'MS SQL', 'Dba Skills', 'DBMS', 'Development', 'SSIS', 'Database design', 'Microsoft']",DML
109,Sr. SQL Developer (Mumbai),https://www.naukri.com/job-listings-sr-sql-developer-mumbai-derive-management-solutions-goregaon-maharashtra-mumbai-all-areas-5-to-10-years-220623009919,3-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['SQL', 'T-SQL', 'DDL', 'Consulting', 'ETL', 'Unix', 'MDX', 'SQL Server']",DML
110,Application Support Engineer | Gurgaon,https://www.naukri.com/job-listings-application-support-engineer-gurgaon-tbo-com-gurgaon-gurugram-haryana-1-to-5-years-200623007050,6-10 Yrs,Not disclosed,['Mumbai'],"['Performance tuning', 'Websphere', 'SOA', 'ibm integration bus', 'Middleware', 'Development', 'IBM Cloud', 'Performance']",DML
111,Associate Technical Support Consultant,https://www.naukri.com/job-listings-associate-technical-support-consultant-allscripts-healthcare-technologies-india-pune-maharashtra-0-to-4-years-190623006858,8-12 Yrs,Not disclosed,['Remote'],"['sql dba', 'sql dba support', 'DBMS', 'Database administration', 'Database mirroring', 'SQL', 'SQL Server', 'Dml']",DML
112,SQL Developer,https://www.naukri.com/job-listings-sql-developer-skillmine-technology-consulting-pvt-ltd-mumbai-pune-bangalore-bengaluru-4-to-8-years-210623906628,4-6 Yrs,Not disclosed,['Pune'],"['Performance tuning', 'Websphere', 'SOA', 'ibm integration bus', 'Middleware', 'Application development', 'Bus', 'Dml']",DML
113,SQL Developer - Ahmedabad,https://www.naukri.com/job-listings-sql-developer-ahmedabad-foursis-technical-solutions-ahmedabad-5-to-9-years-210623007244,4-9 Yrs,Not disclosed,"['Kochi/ Cochin', 'Kerala', 'Coimbatore', 'Tamil Nadu']","['delphi', 'dml', 'SQL', 'Development', 'Unix', 'Linux']",DML
114,SQL - SSIS Consultant,https://www.naukri.com/job-listings-sql-ssis-consultant-serving-skill-bangalore-bengaluru-3-to-8-years-150623906642,1-4 Yrs,Not disclosed,['Pune'],"['Information Security', 'Tortoise', 'Unix', 'DDL', 'HIPAA', 'SOX', 'Data modeling', 'Linux']",DML
115,Application Developer: IBM Cloud Integration,https://www.naukri.com/job-listings-application-developer-ibm-cloud-integration-ibm-india-pvt-limited-mumbai-6-to-10-years-130623905887,2-9 Yrs,Not disclosed,['Mumbai'],"['medical', 'troubleshooting', 'cad', 'metal', 'aerospace', 'forming', 'operating', 'autodesk']",DML
116,SQL DBA,https://www.naukri.com/job-listings-sql-dba-datamatics-mumbai-all-areas-8-to-12-years-130623007328,3-7 Yrs,3-6 Lacs PA,['Bangalore/Bengaluru'],"['t-sql', 'MS SQL Server', 'SQL queries', 'SQL Server development', 'Serv', 'Stored procedures', 'Query', 'Development']",DML
117,Application Developer: EAI,https://www.naukri.com/job-listings-application-developer-eai-ibm-india-pvt-limited-pune-4-to-6-years-110423909853,0-2 Yrs,Not disclosed,['Remote'],"['oops', 'sdlc', 'stlc', 'Automation', 'Black Box', 'Quality analysis', 'Dml', 'Analysts']",DML
118,Delphi Developer,https://www.naukri.com/job-listings-delphi-developer-kenan-management-consultants-kochi-cochin-kerala-coimbatore-tamil-nadu-4-to-9-years-090623003773,4-6 Yrs,Not disclosed,['Pune'],"['ETL', 'Talend', 'Warehouse', 'AWS Cloud', 'Talend Development', 'Analysis', 'GIT', 'Cloud Technologies']",DML
119,Sr. Java Developer - Immediate,https://www.naukri.com/job-listings-sr-java-developer-immediate-infoneo-technologies-pvt-ltd-bangalore-bengaluru-6-to-10-years-260423000053,6-10 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Java', 'Microservices', 'spring boot', 'MySQL', 'Rest Api Services', 'Angular', 'Gradle', 'Boot']",Rest Web Services
120,Java Developer,https://www.naukri.com/job-listings-java-developer-prodcon-tech-services-mumbai-maharashtra-pune-4-to-9-years-240623605145,4-9 Yrs,Not disclosed,"['Mumbai', 'Maharashtra', 'Pune']","['core java', 'springboot', 'java', 'mysql', 'Java Development', 'Rest API Services', 'API', 'Javascript']",Rest Web Services
121,Java Developer,https://www.naukri.com/job-listings-java-developer-prodcon-tech-services-mumbai-maharashtra-pune-4-to-9-years-240623005143,4-9 Yrs,Not disclosed,"['Mumbai', 'Maharashtra', 'Pune']","['core java', 'springboot', 'java', 'mysql', 'API', 'Javascript', 'Development', 'Boot']",Rest Web Services
122,Java Lead,,10-15 Yrs,Not disclosed,['Remote'],"['Fullstack Development', 'Angularjs', 'Java Fullstack', 'Rest API Services', 'API', 'Java', 'Rest', 'Framework']",Rest Web Services
123,Sr. Service Now Developer,,5-10 Yrs,Not disclosed,"['Trivandrum/ Thiruvananthapuram', 'Kerala']","['rest', 'sql', 'Backend Development', 'react.js', 'php', 'HTML', 'Framework', 'Development']",Rest Web Services
124,Sr. Java Developer,,4-9 Yrs,Not disclosed,['Pune'],"['Spring Data JPA', 'Infrastructure', 'SQL queries', 'Boot', 'Query', 'Mockito', 'Spring Security', 'SQL']",Rest Web Services
125,Java Developer,,3-8 Yrs,Not disclosed,"['Salem', 'Tamil Nadu']","['Spring Boot', 'Activemq', 'Jenkins', 'Apache Camel', 'Postman', 'Apache Karaf', 'Enterprise', 'Development']",Rest Web Services
126,Webmethods Developer,,6-10 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['spring hibernate', 'Rest Api Development', 'Java Programming', 'Zkoss', 'Webservice Development', 'AWS Cloud', 'Hibernate', 'Java Development']",Rest Web Services
127,Full Stack Java Developer,https://www.naukri.com/job-listings-full-stack-java-developer-equestever-bangalore-bengaluru-karnataka-10-to-15-years-230623009667,4-8 Yrs,Not disclosed,"['Noida', 'Uttar Pradesh']","['Rest Web Api', 'java', 'Spring Boot', 'Microservices', 'Boot', 'Development', 'Spring', 'Rest Web']",Rest Web Services
128,Senior Backend Developer,https://www.naukri.com/job-listings-senior-backend-developer-hostdime-data-centre-services-trivandrum-thiruvananthapuram-kerala-5-to-10-years-230623009656,4-8 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['Java', 'jQuery', 'Design patterns', 'Angular', 'Boot', 'Spring', 'Bootstrap', 'Full Stack']",Rest Web Services
129,Java Developer,https://www.naukri.com/job-listings-java-developer-medline-india-pvt-ltd-pune-4-to-9-years-230623008723,8-13 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['python', 'Algorithms', 'Development', 'Data', 'Cd', 'Full Stack', 'Db Knowledge', 'Db']",Rest Web Services
130,Integration Developer,https://www.naukri.com/job-listings-integration-developer-mahity-systems-pvt-ltd-salem-tamil-nadu-3-to-8-years-230623004809,3-5 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['GIT', 'Rest Api Development', 'kotlin', 'Agile Development Methodology', 'SVN', 'Agile methodology', 'Agile', 'Development']",Rest Web Services
131,Senior Java Developer -  Only Immediate Joiners,https://www.naukri.com/job-listings-senior-java-developer-only-immediate-joiners-arlanto-bangalore-bengaluru-6-to-10-years-230623004546,6-9 Yrs,Not disclosed,"['Pune', 'Maharashtra']","['microservices', 'java', 'Java Development', 'MySQL', 'Web technologies', 'Spring Boot', 'Spring Security', 'JDBC']",Rest Web Services
132,Java Developer,https://www.naukri.com/job-listings-java-developer-foxit-esign-noida-uttar-pradesh-4-to-8-years-230623004468,5-10 Yrs,8-15 Lacs PA,"['Hyderabad/ Secunderabad', 'Telangana']","['Jenkins', 'rest', 'Kafka', 'Spring Boot', 'Java', 'Spring', 'Hibernate', 'Boot']",Rest Web Services
133,Senior Java Full Stack Developer,https://www.naukri.com/job-listings-senior-java-full-stack-developer-jobmate-hyderabad-secunderabad-4-to-8-years-220623906935,8-13 Yrs,Not disclosed,['Remote'],"['Web Services', 'Hibernate', 'J2Ee', 'Multithreading', 'Senior', 'SQL', 'SQL database', 'GWT']",Rest Web Services
134,Python Fullstack Developer(Python +AngularJS+AWS) wuth MNC,https://www.naukri.com/job-listings-python-fullstack-developer-python-angularjs-aws-wuth-mnc-symphoni-hr-hyderabad-secunderabad-8-to-13-years-220623010043,5-10 Yrs,5-15 Lacs PA,"['Temp. WFH - Pune', 'Maharashtra', 'Gurgaon/ Gurugram', 'Haryana', 'Bangalore/Bengaluru']","['Hibernate', 'J2Ee', 'Spring', 'javascript', 'java', 'Spring Cloud', 'Cs', 'Boot']",Rest Web Services
135,Java Back End Developer,https://www.naukri.com/job-listings-java-back-end-developer-careervitablr-opc-bangalore-bengaluru-3-to-5-years-220623008634,4-8 Yrs,Not disclosed,['Visakhapatnam'],"['Java', 'Spring Boot', 'Rest Api Services', 'Spring Security', 'Microservices', 'Testing Frameworks', 'Framework', 'Development']",Rest Web Services
136,Java Developer,https://www.naukri.com/job-listings-java-developer-whitehedge-technologies-pune-maharashtra-6-to-9-years-220623007611,5-10 Yrs,Not disclosed,"['Hybrid - Noida', 'Bangalore/Bengaluru', 'Delhi / NCR']","['Core Java', 'React.js', 'Framework', 'SR', 'Java', 'Web services', 'Web Services Rest', 'Angular Framework']",Rest Web Services
137,Java Lead,https://www.naukri.com/job-listings-java-lead-hiringbot-software-hyderabad-secunderabad-telangana-5-to-10-years-220623004581,4-9 Yrs,Not disclosed,['Remote'],"['Hibernate', 'Java Development', 'Java Programming', 'Spring', 'Rest Api Services', 'Senior', 'SQL queries', 'API']",Rest Web Services
138,Senior Software Engineer/Tech Lead - Java,https://www.naukri.com/job-listings-senior-software-engineer-tech-lead-java-estel-technologies-gurgaon-gurugram-8-to-13-years-220623004037,8-12 Yrs,Not disclosed,"['Noida', 'Mumbai', 'Hyderabad/Secunderabad', 'Pune', 'Chennai', 'Gurgaon/Gurugram', 'Coimbatore', 'Bangalore/Bengaluru']","['Java', 'J2Ee', 'Spring mvc', 'MVC', 'Development', 'Spring', 'Rabbitmq', 'OOPS']",Rest Web Services
139,Microsoft Windows Server Administration Application Tech Support,https://www.naukri.com/job-listings-microsoft-windows-server-administration-application-tech-support-accenture-solutions-pvt-ltd-gurgaon-gurugram-4-to-6-years-240623905548,4-6 Yrs,Not disclosed,['Gurgaon/Gurugram'],"['VMware', 'DNS', 'Incident management', 'SCCM', 'DHCP', 'Microsoft', 'Windows Server', 'Administration']",Windows
140,Microsoft Windows Server Administration Cloud Services Engineer,https://www.naukri.com/job-listings-microsoft-windows-server-administration-cloud-services-engineer-accenture-solutions-pvt-ltd-bangalore-bengaluru-6-to-8-years-240623903805,6-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Unix', 'Microsoft Windows Server', 'Active directory', 'DNS', 'System administration', 'Management', 'Migration', 'Server administration']",Windows
141,Microsoft Windows Server Administration Cloud Services Engineer,https://www.naukri.com/job-listings-microsoft-windows-server-administration-cloud-services-engineer-accenture-solutions-pvt-ltd-bangalore-bengaluru-4-to-6-years-240623903801,4-6 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Unix', 'Cloud Services', 'Active directory', 'DNS', 'System administration', 'Directory', 'System', 'Serv']",Windows
142,Window Server Administrator,,12-15 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['Analytical skills', 'Backend', 'Windows Server Administration', 'power bi', 'Python', 'Analytics', 'Serv', 'Server administration']",Windows
143,Window Server Administrator,,3-6 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Recovery', 'Powershell', 'Microsoft', 'Windows Server Administration', 'Networking', 'Windows administration', 'Disaster Recover', 'Directory']",Windows
144,Window Server Administrator,,6-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Operations management', 'Assess vulnerability', 'SCCM', 'Vulnerability assessment', 'Security', 'Vulnerability management', 'Management', 'Windows administration']",Windows
145,Window Server Administrator,,4-6 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Patch management', 'VMware', 'Consulting', 'Troubleshooting', 'Virtualization', 'Technical', 'Access', 'Management']",Windows
